Title,trackId,Popularity,Artist,artistId,Top Year,Genre,Speechiness,Acousticness,Liveness,Danceability,Energy,Loudness,Valence,Duration,BPM,ImageURL,SpotifyURL,Release Date
The Girl Is Mine,1zbTIdIbLYlXjtOqlHALh4,56,99 Souls,7aLdKgvXgDQz0wi5z2PKMV,2016,house,0.0397,0.00423,0.0356,0.683,0.943,-3.6,0.706,216613,118.991,https://i.scdn.co/image/ab67616d0000b2738702c191357cd9aca0f47871,https://open.spotify.com/track/1zbTIdIbLYlXjtOqlHALh4,2016
Dangerously,6GBMbvX7sqyOxT5wWK4hgN,54,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,2016,dance pop,0.0366,0.364,0.197,0.696,0.517,-8.379,0.23,199133,112.291,https://i.scdn.co/image/ab67616d0000b2734fe297c018e495a97662e5ac,https://open.spotify.com/track/6GBMbvX7sqyOxT5wWK4hgN,2016
Once In a While,6cREm4bV7V79Yxdilx9HDo,57,Timeflies,6dC0rIJNLSFZwqckLgXJ8p,2016,dance pop,0.141,0.00758,0.619,0.786,0.687,-5.914,0.345,215160,105.021,https://i.scdn.co/image/ab67616d0000b273f7ffc65ac66f1de04e0aa82f,https://open.spotify.com/track/6cREm4bV7V79Yxdilx9HDo,2016
Papercuts (feat. Vera Blue),1I95liM3akfvKNP8TWnzP2,51,Illy,6NFyaN9PMCDZ3LKxGwHAXt,2016,australian hip hop,0.249,0.161,0.257,0.369,0.618,-6.304,0.467,255890,191.863,https://i.scdn.co/image/ab67616d0000b2730ac8225612ae286ca828596c,https://open.spotify.com/track/1I95liM3akfvKNP8TWnzP2,2016
Hands To Myself,1LoriJC05IrHIDwj3q0KC1,64,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,2016,dance pop,0.118,0.0147,0.342,0.811,0.499,-7.161,0.466,200680,111.016,https://i.scdn.co/image/ab67616d0000b273e6f5ed9a9059f686965ba90a,https://open.spotify.com/track/1LoriJC05IrHIDwj3q0KC1,2015
Sex,4CGGIk81BvfCZiscwFP6t0,59,Cheat Codes,7DMveApC7UnC2NPfPvlHSU,2016,dance pop,0.171,0.00451,0.138,0.51,0.692,-5.825,0.209,228361,102.42,https://i.scdn.co/image/ab67616d0000b273f72b466f20c5cf3562cb9bc6,https://open.spotify.com/track/4CGGIk81BvfCZiscwFP6t0,2016
All In My Head (Flex) (feat. Fetty Wap),7nD9nN3jord9wWcfW3Gkcm,61,Fifth Harmony,1l8Fu6IkuTP0U5QetQJ5Xt,2016,dance pop,0.053,0.023,0.0526,0.689,0.791,-5.194,0.755,210573,95.04,https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8,https://open.spotify.com/track/7nD9nN3jord9wWcfW3Gkcm,2016
Don't Mind,27PmvZoffODNFW2p7ehZTQ,61,Kent Jones,3jHBxvZ9gbBkZ17wKUqVsO,2016,miami hip hop,0.336,0.0235,0.063,0.464,0.771,-4.503,0.69,198237,158.777,https://i.scdn.co/image/ab67616d0000b273d46a9d869530328d7de85652,https://open.spotify.com/track/27PmvZoffODNFW2p7ehZTQ,2016
Final Song,4qqArAiTPueDxIp7cf87h7,65,MØ,0bdfiayQAKewqEvaU6rXCv,2016,dance pop,0.0345,0.014,0.0756,0.695,0.672,-6.109,0.245,235827,104.988,https://i.scdn.co/image/ab67616d0000b273b7a02217229178b771ed0d4c,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,2016
I Know What You Did Last Summer,2GyA33q5rti5IxkMQemRDH,71,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,2016,canadian pop,0.0876,0.102,0.147,0.687,0.761,-4.582,0.743,223853,113.939,https://i.scdn.co/image/ab67616d0000b273d26246b23c8bfa8ce543b3bb,https://open.spotify.com/track/2GyA33q5rti5IxkMQemRDH,2015
Hotter Than Hell,5eTNdkstwKaNahHf41fJ9u,65,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,2016,dance pop,0.0908,0.011,0.0584,0.532,0.868,-4.23,0.529,187958,110.127,https://i.scdn.co/image/ab67616d0000b2736b915e407b70e121e06fe979,https://open.spotify.com/track/5eTNdkstwKaNahHf41fJ9u,2017
Ride,2Z8WuEywRWYTKe1NybPQEW,81,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,2016,modern rock,0.0393,0.00835,0.113,0.645,0.713,-5.355,0.566,214507,74.989,https://i.scdn.co/image/ab67616d0000b273de03bfc2991fd5bcfde65ba3,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW,2015
NO,0l0CvurVUrr2w3Jj1hOVFc,77,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,2016,dance pop,0.213,0.0124,0.737,0.557,0.803,-3.599,0.657,213507,92.134,https://i.scdn.co/image/ab67616d0000b27362edffdb4d8b52cf89f39db6,https://open.spotify.com/track/0l0CvurVUrr2w3Jj1hOVFc,2017
Tears (feat. Louisa Johnson),7py16W5fWYLFFS6BElKAjn,58,Clean Bandit,6MDME20pz9RveH9rEXvrOM,2016,dance pop,0.0446,0.0431,0.159,0.605,0.77,-3.645,0.298,225915,130.037,https://i.scdn.co/image/ab67616d0000b2737ed82049cec82ea803874d2c,https://open.spotify.com/track/7py16W5fWYLFFS6BElKAjn,2016
HandClap,4qRaZYiaOsSvWC7VgcxrI0,64,Fitz and The Tantrums,4AcHt3JxKy59IX7JNNlZn4,2016,la indie,0.0427,0.00609,0.0828,0.636,0.836,-3.004,0.715,193253,139.956,https://i.scdn.co/image/ab67616d0000b2734d991176cbf36bd168e00a0a,https://open.spotify.com/track/4qRaZYiaOsSvWC7VgcxrI0,2017
Shout Out to My Ex,0ErK6K0kYr0Ow2RkPMhmMs,74,Little Mix,3e7awlrlDSwF3iM0WBjGMp,2016,dance pop,0.0885,0.0242,0.109,0.773,0.747,-4.061,0.801,246240,126.014,https://i.scdn.co/image/ab67616d0000b2733042c53026e29faf3a21c9f9,https://open.spotify.com/track/0ErK6K0kYr0Ow2RkPMhmMs,2016
This Is What You Came For,0azC730Exh71aQlOt9Zj3y,81,Calvin Harris,7CajNmpbOovFoOoasH2HaY,2016,dance pop,0.0332,0.199,0.148,0.631,0.927,-2.787,0.465,222160,123.962,https://i.scdn.co/image/ab67616d0000b273d9aa52355e062f5de060adbf,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,2016
Send My Love (To Your New Lover),0t7fVeEJxO2Xi4H2K5Svc9,72,Adele,4dpARuHxo51G3z768sgnrY,2016,british soul,0.0865,0.0355,0.172,0.688,0.533,-8.363,0.567,223079,164.069,https://i.scdn.co/image/ab67616d0000b2732e88d7f65e6bea2a05202c14,https://open.spotify.com/track/0t7fVeEJxO2Xi4H2K5Svc9,2015
Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,80,DNCE,6T5tfhQCknKG4UnH90qGnz,2016,dance pop,0.0517,0.152,0.0371,0.774,0.753,-5.446,0.896,219147,119.002,https://i.scdn.co/image/ab67616d0000b2738d0a75346badc30c8b845be9,https://open.spotify.com/track/76hfruVvmfQbw0eYn1nmeC,2016
2 Phones,0wdKiSBUT7aZkXUIdJWcwC,67,Kevin Gates,1gPhS1zisyXr5dHTYZyiMe,2016,baton rouge rap,0.358,0.157,0.189,0.895,0.681,-5.267,0.554,240000,121.918,https://i.scdn.co/image/ab67616d0000b2739b78cdf77301fc50d06423b3,https://open.spotify.com/track/0wdKiSBUT7aZkXUIdJWcwC,2016
Cold Water,7zsXy7vlHdItvUSH8EwQss,68,Major Lazer,738wLrAtLtCtFOLvQBXOXp,2016,dance pop,0.0432,0.0736,0.156,0.608,0.798,-5.092,0.501,185360,92.943,https://i.scdn.co/image/ab67616d0000b2733d2ab503fa064e2050a7d115,https://open.spotify.com/track/7zsXy7vlHdItvUSH8EwQss,2016
Side To Side,43bCmCI0nSgcT7QdMXY6LV,67,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,2016,dance pop,0.229,0.0528,0.235,0.65,0.736,-5.84,0.613,226160,159.173,https://i.scdn.co/image/ab67616d0000b273628d506d5bddb09099db242c,https://open.spotify.com/track/43bCmCI0nSgcT7QdMXY6LV,2016
Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,84,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2016,permanent wave,0.0377,0.211,0.325,0.491,0.693,-6.487,0.412,258267,90.027,https://i.scdn.co/image/ab67616d0000b2738ff7c3580d429c8212b9a3b6,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2015
When You Love Someone,0TXNKTzawI6VgLoA9UauRp,73,James TW,0B3N0ZINFWvizfa8bKiz4v,2016,neo mellow,0.0278,0.263,0.0543,0.681,0.453,-6.09,0.348,216560,125.772,https://i.scdn.co/image/ab67616d0000b2736f6fd002ef1fc6b1f3f90c87,https://open.spotify.com/track/0TXNKTzawI6VgLoA9UauRp,2019
Never Forget You,6hmhG1b4LEyNuashVvuIAo,73,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,2016,dance pop,0.0457,0.00312,0.269,0.583,0.732,-5.728,0.276,213428,145.992,https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3,https://open.spotify.com/track/6hmhG1b4LEyNuashVvuIAo,2017
Tiimmy Turner,3NJG6vMH1ZsectZkocMEm0,68,Desiigner,7pFeBzX627ff0VnN6bxPR4,2016,pop rap,0.0393,0.174,0.0786,0.603,0.725,-3.054,0.304,239853,122.803,https://i.scdn.co/image/ab67616d0000b27335243e14634fea3e3cfe3121,https://open.spotify.com/track/3NJG6vMH1ZsectZkocMEm0,2016
When We Were Young,7GgWAITsYJaRM3r50rfh5w,74,Adele,4dpARuHxo51G3z768sgnrY,2016,british soul,0.0496,0.303,0.095,0.376,0.595,-5.936,0.265,290900,144.361,https://i.scdn.co/image/ab67616d0000b2732e88d7f65e6bea2a05202c14,https://open.spotify.com/track/7GgWAITsYJaRM3r50rfh5w,2015
"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,77,G-Eazy,02kJSzxNuaWGqwubyUba0Z,2016,indie pop rap,0.0959,0.0184,0.158,0.756,0.674,-6.518,0.389,251467,111.995,https://i.scdn.co/image/ab67616d0000b27398acfa8c055deedc25e6081d,https://open.spotify.com/track/40YcuQysJ0KlGQTeGUosTC,2015
Stay (feat. Maty Noyes),7gBj0VgcuAgkXkiRRYvSmK,60,Kygo,23fqKkggKUBHNkbKtXEls4,2016,edm,0.0385,0.0444,0.171,0.648,0.736,-7.948,0.378,239465,103.027,https://i.scdn.co/image/ab67616d0000b273e34a6605d955c881f67141f3,https://open.spotify.com/track/7gBj0VgcuAgkXkiRRYvSmK,2015
My Way,1vvNmPOiUuyCbgWmtc6yfm,76,Calvin Harris,7CajNmpbOovFoOoasH2HaY,2016,dance pop,0.0426,0.093,0.161,0.818,0.913,-3.06,0.536,219160,119.986,https://i.scdn.co/image/ab67616d0000b2738d12bc5e3ea5c9f4a967de32,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm,2016
We Don't Talk Anymore (feat. Selena Gomez),37FXw5QGFN7uwwsLy8uAc0,68,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,2016,dance pop,0.134,0.621,0.179,0.728,0.563,-8.053,0.352,217707,100.017,https://i.scdn.co/image/ab67616d0000b2734fe297c018e495a97662e5ac,https://open.spotify.com/track/37FXw5QGFN7uwwsLy8uAc0,2016
No Money,0gb1J5UrTpzaU1s3nupgCd,66,Galantis,4sTQVOfp9vEMCemLw50sbu,2016,dance pop,0.0397,0.0282,0.24,0.671,0.916,-4.014,0.803,189127,126.01,https://i.scdn.co/image/ab67616d0000b273119cb56f073efd326643dcfe,https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd,2016
This Girl (Kungs Vs. Cookin' On 3 Burners),1A8j067qyiNwQnZT0bzUpZ,76,Kungs,7keGfmQR4X5w0two1xKZ7d,2016,edm,0.0393,0.0927,0.226,0.792,0.717,-4.759,0.466,195547,121.985,https://i.scdn.co/image/ab67616d0000b273af72d0856c5527dc97f3ea08,https://open.spotify.com/track/1A8j067qyiNwQnZT0bzUpZ,2016
Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,72,Ruth B.,2WzaAvm2bBCf4pEhyuDgCY,2016,alt z,0.0534,0.965,0.0889,0.71,0.0565,-15.099,0.348,275280,123.994,https://i.scdn.co/image/ab67616d0000b2731ad149489625bd3b7d9ea6a2,https://open.spotify.com/track/4h0zU3O9R5xzuTmNO7dNDU,2015
You Don't Own Me (feat. G-Eazy),6KI1ZpZWYAJLvmVhCJz65G,69,SAYGRACE,6y5amJcTjeDgLXIjtQLMst,2016,dance pop,0.0898,0.159,0.0599,0.332,0.635,-5.653,0.261,201493,186.249,https://i.scdn.co/image/ab67616d0000b273ea1ed6630ef07a13ea0985c3,https://open.spotify.com/track/6KI1ZpZWYAJLvmVhCJz65G,2016
Sweet Lovin' - Radio Edit,1qp0ptMXNg9hqLH8sk7cc2,63,Sigala,1IueXOQyABrMOprrzwQJWN,2016,dance pop,0.0661,0.207,0.339,0.68,0.85,-2.785,0.71,202213,124.942,https://i.scdn.co/image/ab67616d0000b273681d6da9a0ab5ff23fadf0f9,https://open.spotify.com/track/1qp0ptMXNg9hqLH8sk7cc2,2018
Stole the Show,5masKPHeAOVNgxdLebIcK7,74,Kygo,23fqKkggKUBHNkbKtXEls4,2016,edm,0.226,0.271,0.319,0.64,0.635,-7.565,0.475,223187,100.034,https://i.scdn.co/image/ab67616d0000b27335590cb9280d5a1f5221ae1a,https://open.spotify.com/track/5masKPHeAOVNgxdLebIcK7,2016
Girls Like (feat. Zara Larsson),0rHVd8h0cFwgLgPFem6S60,61,Tinie Tempah,0Tob4H0FLtEONHU1MjpUEp,2016,dance pop,0.049,0.37,0.0812,0.916,0.804,-3.406,0.538,196000,120.028,https://i.scdn.co/image/ab67616d0000b27332a7b8f7a3bd4bd9574f289a,https://open.spotify.com/track/0rHVd8h0cFwgLgPFem6S60,2016
Shape of You,7qiZfU4dY1lWllzX7mPBI3,85,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2017,pop,0.0802,0.581,0.0931,0.825,0.652,-3.183,0.931,233713,95.977,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017
Redbone,0WtDGnWL2KrMCk0mI1Gpwz,82,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,2017,atl hip hop,0.0983,0.174,0.118,0.745,0.353,-10.614,0.598,326933,160.111,https://i.scdn.co/image/ab67616d0000b2737582716b3666a5235d5af4ea,https://open.spotify.com/track/0WtDGnWL2KrMCk0mI1Gpwz,2016
Despacito,6habFhsOp2NvshLv26DqMb,79,Luis Fonsi,4V8Sr092TqfHkfAA5fXXqG,2017,latin pop,0.153,0.198,0.067,0.655,0.797,-4.787,0.839,229360,177.928,https://i.scdn.co/image/ab67616d0000b273ef0d4234e1a645740f77d59c,https://open.spotify.com/track/6habFhsOp2NvshLv26DqMb,2019
Bad Things (with Camila Cabello),1PSBzsahR2AKwLJgx8ehBj,71,Machine Gun Kelly,6TIYQ3jFPwQSRmorSezPxX,2017,ohio hip hop,0.146,0.214,0.185,0.697,0.691,-4.757,0.305,239293,137.853,https://i.scdn.co/image/ab67616d0000b273748388a726648841ed81027e,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj,2017
Rockabye (feat. Sean Paul & Anne-Marie),5knuzwU65gJK7IF5yJsuaW,74,Clean Bandit,6MDME20pz9RveH9rEXvrOM,2017,dance pop,0.0523,0.406,0.18,0.72,0.763,-4.068,0.742,251088,101.965,https://i.scdn.co/image/ab67616d0000b2731431c3bdf16aa99f71799d95,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2016
Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,79,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,2017,dance pop,0.03,0.184,0.132,0.765,0.523,-4.333,0.394,217307,104.988,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2018
Thunder,1zB4vmk8tFRmM9UULNzbLB,84,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,2017,modern rock,0.0438,0.00671,0.147,0.605,0.822,-4.833,0.288,187147,167.997,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2017
Don't Wanna Know (feat. Kendrick Lamar),1nueTG77MzNkJTKQ0ZdGzT,61,Maroon 5,04gDigrS5kc9YWfZHwBETP,2017,pop,0.0696,0.343,0.0983,0.783,0.61,-6.124,0.418,214265,100.047,https://i.scdn.co/image/ab67616d0000b273fc4852898bc6ed85b3e3f89c,https://open.spotify.com/track/1nueTG77MzNkJTKQ0ZdGzT,2018
Something Just Like This,6RUKPb4LETWmmr3iAEQktW,84,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,2017,dance pop,0.0317,0.0498,0.164,0.617,0.635,-6.769,0.446,247160,103.019,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017
Perfect,0tgVpDi06FyKpA1z0VMD4v,86,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2017,pop,0.0232,0.163,0.106,0.599,0.448,-6.312,0.168,263400,95.05,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2017
Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,76,SZA,7tYKF4w9nC0nq9CsPZTHyP,2017,pop,0.0748,0.112,0.162,0.795,0.594,-6.2,0.409,275080,135.002,https://i.scdn.co/image/ab67616d0000b2734c79d5ec52a6d0302f3add25,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs,2017
LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,82,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,2017,conscious hip hop,0.0924,0.264,0.153,0.8,0.585,-7.343,0.779,213400,126.058,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,2017
Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf,73,Miguel,360IAlyVv4PCEVjgyMZrxK,2017,dance pop,0.0434,0.173,0.0866,0.674,0.506,-10.532,0.183,259333,145.965,https://i.scdn.co/image/ab67616d0000b2735e9dff10c31ac14c6c6c920d,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf,2017
Caroline,5hTpBe8h35rJ67eAWHQsJx,73,Aminé,3Gm5F95VdRxW3mqCn8RPBJ,2017,hip hop,0.505,0.17,0.262,0.94,0.335,-10.179,0.707,209640,120.04,https://i.scdn.co/image/ab67616d0000b27360282020360f5048976275aa,https://open.spotify.com/track/5hTpBe8h35rJ67eAWHQsJx,2017
Passionfruit,5mCPDVBb16L4XQwDdbRUpz,82,Drake,3TVXtAsR1Inumwj472S9r4,2017,canadian hip hop,0.0396,0.256,0.109,0.809,0.463,-11.377,0.364,298941,111.98,https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz,2017
Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk,71,Calvin Harris,7CajNmpbOovFoOoasH2HaY,2017,dance pop,0.0545,0.498,0.254,0.736,0.795,-3.299,0.511,230813,104.066,https://i.scdn.co/image/ab67616d0000b2731e439ac0ed08d612808f7122,https://open.spotify.com/track/6gpcs5eMhJwax4mIfKDYQk,2017
Little Dark Age,2Y0iGXY6m6immVb2ktbseM,82,MGMT,0SwO7SWeDHJijQ3XNS7xEE,2017,indietronica,0.0385,0.0102,0.1,0.705,0.712,-6.156,0.62,299960,97.512,https://i.scdn.co/image/ab67616d0000b273b47d309281c66820b7137f5d,https://open.spotify.com/track/2Y0iGXY6m6immVb2ktbseM,2018
NUMB,0feV26ESzVptPP83N82VAO,57,Hayden James,4csQIMQm6vI2A2SCVDuM2z,2017,aussietronica,0.0431,0.184,0.0911,0.617,0.558,-7.046,0.4,217296,147.932,https://i.scdn.co/image/ab67616d0000b273ab2228f272e4929418a4f55b,https://open.spotify.com/track/0feV26ESzVptPP83N82VAO,2019
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",7rdUtXasA973gmrr2Xxh3E,67,Lorde,163tK9Wjr9P9DmM0AVK7lm,2017,art pop,0.0764,0.229,0.127,0.781,0.548,-4.997,0.175,214255,106.996,https://i.scdn.co/image/ab67616d0000b27386199dcc5db6850d5397adf7,https://open.spotify.com/track/7rdUtXasA973gmrr2Xxh3E,2017
It's A Vibe,6H0AwSQ20mo62jGlPGB8S6,68,2 Chainz,17lzZA2AlOHwCwFALHttmp,2017,atl hip hop,0.148,0.0312,0.114,0.822,0.502,-7.38,0.525,210200,73.003,https://i.scdn.co/image/ab67616d0000b273c0c05243a846dda6c84607f9,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6,2017
Sit Next to Me,4BdGO1CaObRD4La9l5Zanz,70,Foster The People,7gP3bB2nilZXLfPHJhMdvc,2017,indietronica,0.0292,0.117,0.689,0.638,0.738,-4.976,0.657,243147,97.021,https://i.scdn.co/image/ab67616d0000b273ca02f2ecba4a803b191c7eab,https://open.spotify.com/track/4BdGO1CaObRD4La9l5Zanz,2017
Magnolia,1e1JKLEDKP7hEQzJfNAgPl,78,Playboi Carti,699OTQXzgjhIYAHMy9RyPD,2017,atl hip hop,0.286,0.0114,0.35,0.791,0.582,-7.323,0.443,181812,162.991,https://i.scdn.co/image/ab67616d0000b273e31a279d267f3b3d8912e6f1,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl,2017
Location,152lZdxL1OR0ZMW6KquMif,77,Khalid,6LuN9FCkKOj5PcnpouEgny,2017,pop,0.425,0.33,0.0898,0.736,0.449,-11.462,0.326,219080,80.126,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2017
Bored,04sN26COy28wTXYj3dMoiZ,84,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2017,art pop,0.0478,0.896,0.0795,0.614,0.318,-12.695,0.112,180933,119.959,https://i.scdn.co/image/ab67616d0000b273e0f2af91be409aad81bba98c,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ,2017
Swang,6mapJIPnQ23RTAevUoE0DL,75,Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D,2017,hip hop,0.0581,0.2,0.1,0.681,0.314,-9.319,0.166,208120,139.992,https://i.scdn.co/image/ab67616d0000b273881fb62d913fe712fc2e1c95,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,2016
Losin Control,4cxMGhkinTocPSVVKWIw0d,75,Russ,1z7b1Pr1rSlvWRzsW3HOrS,2017,hawaiian hip hop,0.138,0.515,0.102,0.759,0.245,-6.545,0.209,237507,96.992,https://i.scdn.co/image/ab67616d0000b273cb045e684adce8d49ada4045,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d,2017
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",5bcTCxgc7xVfSaMV3RuVke,77,Calvin Harris,7CajNmpbOovFoOoasH2HaY,2017,dance pop,0.0571,0.0642,0.0943,0.893,0.745,-3.105,0.872,223413,101.018,https://i.scdn.co/image/ab67616d0000b2734d3fa5ce7ba599f4fd7803ef,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,2017
Drowning (feat. Kodak Black),1f5cbQtDrykjarZVrShaDI,78,A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,2017,melodic rap,0.0568,0.501,0.117,0.839,0.81,-5.274,0.814,209269,129.014,https://i.scdn.co/image/ab67616d0000b273cdba7ee22968991250725ce1,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI,2017
ELEMENT.,1EaKU4dMbesXXd3BrLCtYG,71,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,2017,conscious hip hop,0.485,0.204,0.246,0.748,0.705,-4.547,0.483,208733,189.891,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG,2017
goosebumps,6gBFPUFcJLzWGx4lenP6h2,83,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,2017,rap,0.0484,0.0847,0.149,0.841,0.728,-3.37,0.43,243837,130.049,https://i.scdn.co/image/ab67616d0000b273f54b99bf27cda88f4a7403ce,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2016
do re mi,6Se3x9ANMLv0dCDsjGmEjh,72,blackbear,2cFrymmkijnjDg9SS92EPM,2017,pop,0.0524,0.00522,0.123,0.745,0.593,-6.35,0.17,212027,111.001,https://i.scdn.co/image/ab67616d0000b2736c112ab47442b526755ffe36,https://open.spotify.com/track/6Se3x9ANMLv0dCDsjGmEjh,2017
Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,79,Khalid,6LuN9FCkKOj5PcnpouEgny,2017,pop,0.0421,0.199,0.165,0.799,0.539,-6.351,0.394,202547,136.948,https://i.scdn.co/image/ab67616d0000b273988ede5e1276e758b5f9e577,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2017
Liability,6Kkt27YmFyIFrcX3QXFi2o,74,Lorde,163tK9Wjr9P9DmM0AVK7lm,2017,art pop,0.128,0.92,0.1,0.587,0.229,-11.254,0.379,171728,75.67,https://i.scdn.co/image/ab67616d0000b273f8553e18a11209d4becd0336,https://open.spotify.com/track/6Kkt27YmFyIFrcX3QXFi2o,2017
Unforgettable,3B54sVLJ402zGa6Xm4YGNe,81,French Montana,6vXTefBL93Dj5IqAWq6OTv,2017,gangster rap,0.123,0.0293,0.104,0.726,0.769,-5.043,0.733,233902,97.985,https://i.scdn.co/image/ab67616d0000b2738a31195a371b2233456f6c07,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,2017
Nights With You,5q5gzmbBS5yQzos2BvVr1t,56,MØ,0bdfiayQAKewqEvaU6rXCv,2017,dance pop,0.1,0.401,0.375,0.763,0.671,-4.029,0.602,197495,120.06,https://i.scdn.co/image/ab67616d0000b273bd58d7394f4103d9810c8edf,https://open.spotify.com/track/5q5gzmbBS5yQzos2BvVr1t,2017
Don't Leave,0Zx8khUcEfCFK2AEoIhC92,62,Snakehips,2FwJwEswyIUAljqgjNSHgP,2017,edm,0.0753,0.222,0.256,0.657,0.703,-3.402,0.338,214693,122.381,https://i.scdn.co/image/ab67616d0000b273b72a28b6f92b180a8a423e29,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,2017
Fetish (feat. Gucci Mane),4lnAN2S1fcI0SjxEbksZVr,71,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,2017,dance pop,0.0592,0.0204,0.062,0.708,0.618,-4.424,0.265,186113,123.013,https://i.scdn.co/image/ab67616d0000b2736a958ff9ae0c40b9771c19c4,https://open.spotify.com/track/4lnAN2S1fcI0SjxEbksZVr,2017
All Night,0dXNQ8dckG4eYfEtq9zcva,71,The Vamps,7gAppWoH7pcYmphCVTXkzs,2017,boy band,0.0358,0.0041,0.33,0.538,0.804,-5.194,0.507,197640,144.992,https://i.scdn.co/image/ab67616d0000b273f36a4e2e1687e678f29328cb,https://open.spotify.com/track/0dXNQ8dckG4eYfEtq9zcva,2017
